ID;USERID;SHOPCOUNT;PRODUCTCOUNT;TOTALCOUNT;TIME;IPCOUNT
32419196;0436055             ;0;1;1;20140812;1
32419197;01A3465             ;0;1;1;20140812;1
32419198;01A1462             ;0;1;1;20140812;1
32419199;shop_122559         ;0;2;2;20140812;2
32419200;01A2014             ;0;1;1;20140812;1
32419201;02181292            ;0;2;2;20140812;2
32419202;01A7887A            ;0;1;1;20140812;1
32419203;0216738A            ;0;1;1;20140812;1
32419204;0218025A            ;0;2;2;20140812;2
32419205;05621691            ;0;1;1;20140812;1
32419206;01F2-132            ;0;2;2;20140812;1
32419207;0322337             ;0;2;2;20140812;2
32419208;01A6126             ;0;1;1;20140812;1
32419209;0325032             ;1;1;2;20140812;2
32419210;0325546A            ;0;1;1;20140812;1
32419211;0212505             ;0;8;8;20140812;3
32419212;NM201375            ;1;2;3;20140812;3
32419213;0326775             ;0;1;1;20140812;1
32419214;01A6794A            ;1;1;2;20140812;2
32419215;01A1504             ;1;1;2;20140812;2
32419216;0438698             ;1;1;2;20140812;2
32419217;0216430B            ;0;1;1;20140812;1
32419218;Y1-0618A            ;1;2;3;20140812;3
32419219;03282221            ;1;1;2;20140812;2
32419220;0441717             ;0;1;1;20140812;1
32419221;01A7473B            ;0;3;3;20140812;1
32419222;01A2486             ;1;1;2;20140812;2
32419223;0325408             ;0;1;1;20140812;1
32419224;01A2644B            ;1;3;4;20140812;4
32419225;01A2481             ;1;1;2;20140812;1
32419226;01A5309A            ;0;2;2;20140812;2
32419227;shop_127905         ;1;2;3;20140812;3
32419228;Y5-0414B            ;0;1;1;20140812;1
32419229;0328928             ;1;1;2;20140812;2
32419230;0210031             ;0;2;2;20140812;2
32419231;0437967A            ;0;1;1;20140812;1
32419232;0210974             ;0;1;1;20140812;1
32419233;0437300A            ;0;1;1;20140812;1
32419234;0446418             ;0;1;1;20140812;1
32419235;shop_101356         ;0;1;1;20140812;1
32419236;0210140             ;0;1;1;20140812;1
32419237;01A3732             ;0;1;1;20140812;1
32419238;0327430             ;1;1;2;20140812;2
32419239;shop_120606         ;0;1;1;20140812;1
32419240;01A2506B            ;1;1;2;20140812;1
32419241;0450645             ;1;1;2;20140812;2
32419242;0323525             ;0;2;2;20140812;2
32419243;01A39491            ;0;2;2;20140812;2
32419244;0325024             ;0;1;1;20140812;1
32419245;01AA141A            ;1;2;3;20140812;2
32419246;0218402             ;0;1;1;20140812;1
32419247;0438688A            ;0;1;1;20140812;1
32419248;0216594B            ;0;1;1;20140812;1
32419249;01A7689             ;1;1;2;20140812;2
32419250;0447242B            ;0;1;1;20140812;1
32419251;0441164             ;0;1;1;20140812;1
32419252;shop_122062         ;0;1;1;20140812;1
32419253;01A4765B            ;0;1;1;20140812;1
32419254;0441374B            ;0;1;1;20140812;1
32419255;0431029             ;0;2;2;20140812;2
32419256;Y2-0757A            ;0;1;1;20140812;1
32419257;shop_101527         ;0;1;1;20140812;1
32419258;0568765             ;0;1;1;20140812;1
32419259;0325158             ;0;1;1;20140812;1
32419260;0430136             ;1;3;4;20140812;4
32419261;01A5499A            ;0;2;2;20140812;2
32419262;0324706             ;3;1;4;20140812;2
32419263;0438084B            ;0;1;1;20140812;1
32419264;0210776A            ;0;1;1;20140812;1
32419265;0324648             ;3;1;4;20140812;2
32419266;0431697B            ;0;1;1;20140812;1
32419267;0442703             ;0;2;2;20140812;2
32419268;04AA465             ;2;1;3;20140812;3
32419269;0212012B            ;0;1;1;20140812;1
32419270;Y3-0481A            ;1;2;3;20140812;2
32419271;0440927             ;0;1;1;20140812;1
32419272;01A6267A            ;1;1;2;20140812;2
32419273;0214218             ;2;1;3;20140812;3
32419274;0439135             ;0;1;1;20140812;1
32419275;01A8628             ;0;1;1;20140812;1
32419276;01A7361A            ;0;1;1;20140812;1
32419277;01A5434A            ;1;3;4;20140812;4
32419278;01A5742B            ;0;1;1;20140812;1
32419279;0210014B            ;0;1;1;20140812;1
32419280;04AA018             ;0;1;1;20140812;1
32419281;01A2171             ;0;1;1;20140812;1
32419282;01A72631            ;3;1;4;20140812;4
32419283;0325000B            ;1;1;2;20140812;2
32419284;Y3-0997             ;0;2;2;20140812;2
32419285;0437171A            ;0;1;1;20140812;1
32419286;0447320             ;0;1;1;20140812;1
32419287;0450037             ;0;1;1;20140812;1
32419288;shop_103634         ;0;2;2;20140812;2
32419289;0447151B            ;0;1;1;20140812;1
32419290;0214181A            ;0;1;1;20140812;1
32419291;Y2-0424             ;0;2;2;20140812;2
32419292;01A44181            ;0;1;1;20140812;1
32419293;Y5-0510A            ;0;1;1;20140812;1
32419294;0445115             ;0;1;1;20140812;1
32419295;0447328             ;0;1;1;20140812;1
32419296;01A1437B            ;1;4;5;20140812;3
32419297;0565842             ;0;1;1;20140812;1
32419298;shop_104356         ;0;1;1;20140812;1
32419299;0447258             ;0;1;1;20140812;1
32419300;0434551             ;0;1;1;20140812;1
32419301;01A8826             ;0;3;3;20140812;3
32419302;0438464A            ;0;1;1;20140812;1
32419303;01A3669             ;0;1;1;20140812;1
32419304;0328786             ;1;1;2;20140812;2
32419305;0445853             ;0;2;2;20140812;2
32419306;0437041A            ;0;1;1;20140812;1
32419307;01A33992            ;0;1;1;20140812;1
32419308;01A2041A            ;1;3;4;20140812;4
32419309;0566067             ;1;1;2;20140812;2
32419310;0443252             ;2;2;4;20140812;4
32419311;01A2115             ;1;1;2;20140812;2
32419312;0440849             ;0;2;2;20140812;2
32419313;0210010A            ;0;2;2;20140812;2
32419314;shop_107572         ;1;1;2;20140812;2
32419315;0434756A4           ;0;1;1;20140812;1
32419316;01A2845             ;1;1;2;20140812;2
32419317;Y2-0953A            ;1;1;2;20140812;2
32419318;0325503             ;0;2;2;20140812;2
32419319;0325833A            ;2;1;3;20140812;3
32419320;01A4872             ;0;1;1;20140812;1
32419321;0442694             ;0;1;1;20140812;1
32419322;01A9512             ;1;3;4;20140812;4
32419323;0326859             ;0;1;1;20140812;1
32419324;0217238             ;0;3;3;20140812;3
32419325;0326717             ;2;1;3;20140812;2
32419326;0440765A            ;0;2;2;20140812;2
32419327;0218384             ;0;2;2;20140812;2
32419328;0439010             ;2;3;5;20140812;5
32419329;0213425             ;1;1;2;20140812;2
32419330;0431528A            ;0;1;1;20140812;1
32419331;01A3333A            ;0;3;3;20140812;3
32419332;0441368             ;0;1;1;20140812;1
32419333;01A4669B            ;0;1;1;20140812;1
32419334;0210955             ;0;2;2;20140812;2
32419335;02161835            ;0;1;1;20140812;1
32419336;01A6648A            ;1;1;2;20140812;2
32419337;01A51401            ;0;1;1;20140812;1
32419338;01A3015A            ;0;2;2;20140812;2
32419339;shop_116570         ;1;5;6;20140812;2
32419340;0564380             ;0;1;1;20140812;1
32419341;01A6730A            ;1;2;3;20140812;2
32419342;0219389             ;0;1;1;20140812;1
32419343;0449164A            ;0;3;3;20140812;3
32419344;0442652             ;1;1;2;20140812;2
32419345;shop_101589         ;0;1;1;20140812;1
32419346;shop_104005         ;0;1;1;20140812;1
32419347;0328596             ;2;3;5;20140812;4
32419348;01A3053A            ;0;1;1;20140812;1
32419349;01A3449             ;3;1;4;20140812;4
32419350;01A2344             ;1;1;2;20140812;2
32419351;shop_104334         ;3;2;5;20140812;4
32419352;0326663             ;0;1;1;20140812;1
32419353;0565917             ;0;2;2;20140812;2
32419354;0324413A            ;0;1;1;20140812;1
32419355;01A84991            ;0;1;1;20140812;1
32419356;01A3671A            ;0;1;1;20140812;1
32419357;0213070A            ;1;2;3;20140812;3
32419358;01A3937             ;1;1;2;20140812;2
32419359;01A9318             ;0;1;1;20140812;1
32419360;01A4021             ;0;2;2;20140812;2
32419361;0322455A            ;0;1;1;20140812;1
32419362;01A8293             ;0;1;1;20140812;1
32419363;0436358             ;0;1;1;20140812;1
32419364;shop_100047         ;0;2;2;20140812;2
32419365;0210178             ;2;2;4;20140812;4
32419366;01A93572            ;0;1;1;20140812;1
32419367;0438599A            ;0;1;1;20140812;1
32419368;Y2-1005             ;0;1;1;20140812;1
32419369;Y1-0552A            ;0;1;1;20140812;1
32419370;0432998A            ;1;1;2;20140812;2
32419371;shop_117111         ;1;2;3;20140812;3
32419372;shop_122961         ;1;1;2;20140812;2
32419373;Y5-0985B            ;0;3;3;20140812;2
32419374;0440150B            ;0;1;1;20140812;1
32419375;0214028A            ;1;1;2;20140812;2
32419376;0432079             ;0;1;1;20140812;1
32419377;shop_104525         ;0;1;1;20140812;1
32419378;0216907             ;0;1;1;20140812;1
32419379;0432987             ;1;1;2;20140812;2
32419380;0214585             ;1;1;2;20140812;2
32419381;0214330             ;0;1;1;20140812;1
32419382;Y2-0046A            ;0;1;1;20140812;1
32419383;shop_108077         ;1;1;2;20140812;2
32419384;01A8321B            ;0;1;1;20140812;1
32419385;01F3-170            ;1;1;2;20140812;2
32419386;01A5067A            ;0;1;1;20140812;1
32419387;0562728             ;0;1;1;20140812;1
32419388;0430856A            ;0;1;1;20140812;1
32419389;0568955             ;0;2;2;20140812;2
32419390;Y3-0067A            ;0;1;1;20140812;1
32419391;0438309             ;0;1;1;20140812;1
32419392;01A5662A            ;0;1;1;20140812;1
32419393;0440291             ;0;1;1;20140812;1
32419394;Y3-0366A            ;0;1;1;20140812;1
32419395;01A59801            ;2;1;3;20140812;2
32419396;0432813B            ;0;2;2;20140812;2
32419397;0219538             ;0;1;1;20140812;1
32419398;shop_100232         ;0;1;1;20140812;1
32419399;0212060             ;0;1;1;20140812;1
32419400;0562249             ;1;1;2;20140812;2
32419401;Y5-0565             ;0;1;1;20140812;1
32419402;0323064             ;0;1;1;20140812;1
32419403;01A5251B            ;0;1;1;20140812;1
32419404;0440181             ;0;18;18;20140812;8
32419405;shop_116769         ;4;1;5;20140812;4
32419406;0442921             ;0;1;1;20140812;1
32419407;0562194             ;0;1;1;20140812;1
32419408;shop_96804          ;0;1;1;20140812;1
32419409;0436156             ;0;1;1;20140812;1
32419410;0443384             ;0;1;1;20140812;1
32419411;01A3454             ;0;3;3;20140812;3
32419412;Y5-0053             ;1;6;7;20140812;2
32419413;02171741            ;0;1;1;20140812;1
32419414;0217525A            ;0;1;1;20140812;1
32419415;01F3-018            ;1;2;3;20140812;3
32419416;0446677             ;1;1;2;20140812;1
32419417;01A4911B            ;0;1;1;20140812;1
32419418;0213403             ;1;1;2;20140812;2
32419419;01A6658B            ;0;1;1;20140812;1
32419420;0440113             ;1;1;2;20140812;2
32419421;0210457B1           ;1;1;2;20140812;2
32419422;shop_99796          ;0;1;1;20140812;1
32419423;0438143A1           ;0;1;1;20140812;1
32419424;0215112             ;0;1;1;20140812;1
32419425;0438138             ;4;1;5;20140812;3
32419426;Y5-0610B            ;0;2;2;20140812;1
32419427;0438467             ;0;1;1;20140812;1
32419428;0218377             ;2;1;3;20140812;3
32419429;Y3-1028A            ;0;1;1;20140812;1
32419430;0434708A            ;0;4;4;20140812;4
32419431;0442290A            ;0;1;1;20140812;1
32419432;01A5861B            ;0;1;1;20140812;1
32419433;01A53631            ;2;1;3;20140812;3
32419434;0322135B            ;0;1;1;20140812;1
32419435;0565173             ;0;1;1;20140812;1
32419436;0565882             ;1;1;2;20140812;2
32419437;Y3-0518A            ;0;1;1;20140812;1
32419438;01A2213A            ;0;1;1;20140812;1
32419439;01A9548             ;0;1;1;20140812;1
32419440;shop_100532         ;0;1;1;20140812;1
32419441;Y3-0012A            ;1;3;4;20140812;4
32419442;0443903             ;0;1;1;20140812;1
32419443;03222321            ;1;1;2;20140812;2
32419444;shop_96363          ;0;1;1;20140812;1
32419445;0435154A1           ;0;1;1;20140812;1
32419446;0565896             ;0;1;1;20140812;1
32419447;0322326             ;0;1;1;20140812;1
32419448;0438051A            ;0;2;2;20140812;2
32419449;shop_97536          ;0;4;4;20140812;2
32419450;Y4-0155A            ;1;2;3;20140812;2
32419451;0445505A            ;0;1;1;20140812;1
32419452;0432989A            ;0;1;1;20140812;1
32419453;01A3891A            ;1;1;2;20140812;2
32419454;0329100             ;2;1;3;20140812;2
32419455;01A9156             ;0;1;1;20140812;1
32419456;0216011             ;0;2;2;20140812;1
32419457;shop_98564          ;3;1;4;20140812;2
32419458;shop_122211         ;0;1;1;20140812;1
32419459;0215640             ;0;1;1;20140812;1
32419460;01A5689A            ;0;1;1;20140812;1
32419461;0438224B            ;2;2;4;20140812;4
32419462;0449307A            ;0;1;1;20140812;1
32419463;01A3333B            ;1;2;3;20140812;3
32419464;01A5960A            ;0;1;1;20140812;1
32419465;0219191             ;1;1;2;20140812;2
32419466;01F2-066            ;0;2;2;20140812;2
32419467;0325487B            ;0;1;1;20140812;1
32419468;0569186A            ;1;1;2;20140812;2
32419469;01A5879             ;0;1;1;20140812;1
32419470;0213951             ;0;1;1;20140812;1
32419471;0219511             ;1;1;2;20140812;2
32419472;0451540             ;0;1;1;20140812;1
32419473;shop_127376         ;2;1;3;20140812;3
32419474;Y3-0077A            ;0;1;1;20140812;1
32419475;01A5655             ;0;1;1;20140812;1
32419476;0448469             ;0;1;1;20140812;1
32419477;0431151             ;2;1;3;20140812;3
32419478;Y2-0816A            ;0;1;1;20140812;1
32419479;01A6342             ;0;1;1;20140812;1
32419480;0437782A            ;0;1;1;20140812;1
32419481;0321487             ;0;1;1;20140812;1
32419482;0440782             ;1;1;2;20140812;2
32419483;01A32692            ;0;1;1;20140812;1
32419484;01AA367             ;0;1;1;20140812;1
32419485;shop_99042          ;0;1;1;20140812;1
32419486;0210162B            ;0;4;4;20140812;4
32419487;shop_101863         ;0;1;1;20140812;1
32419488;01A22331            ;2;1;3;20140812;3
32419489;0219065             ;0;4;4;20140812;3
32419490;01A4331             ;0;1;1;20140812;1
32419491;01A5718             ;0;1;1;20140812;1
32419492;0436487             ;0;1;1;20140812;1
32419493;0211403             ;1;1;2;20140812;2
32419494;0443955A            ;0;1;1;20140812;1
32419495;0435531A            ;0;2;2;20140812;2
32419496;shop_107150         ;0;1;1;20140812;1
32419497;0327942A            ;1;2;3;20140812;3
32419498;0212384B            ;1;1;2;20140812;2
32419499;0216055B            ;0;2;2;20140812;2
32419500;0216558A            ;0;1;1;20140812;1
32419501;shop_106223         ;2;1;3;20140812;3
32419502;shop_99788          ;0;1;1;20140812;1
32419503;01A6645A            ;1;1;2;20140812;2
32419504;shop_111833         ;0;1;1;20140812;1
32419505;shop_99365          ;0;1;1;20140812;1
32419506;0436030A            ;0;1;1;20140812;1
32419507;0215456             ;1;1;2;20140812;2
32419508;0324112             ;0;1;1;20140812;1
32419509;Y5-0948             ;0;1;1;20140812;1
32419510;01A1028             ;0;1;1;20140812;1
32419511;01A3671B            ;0;1;1;20140812;1
32419512;01A4150             ;1;1;2;20140812;2
32419513;0210020             ;0;1;1;20140812;1
32419514;Y1-0638A            ;1;1;2;20140812;2
32419515;01A5887A            ;1;1;2;20140812;2
32419516;0211725             ;0;1;1;20140812;1
32419517;shop_121849         ;1;3;4;20140812;1
32419518;01A3448B            ;1;1;2;20140812;2
32419519;shop_99877          ;4;1;5;20140812;5
32419520;0213363             ;2;1;3;20140812;2
32419521;01A7676B            ;0;1;1;20140812;1
32419522;01A4035             ;1;1;2;20140812;2
32419523;01A2748B            ;1;1;2;20140812;2
32419524;0325720             ;0;1;1;20140812;1
32419525;0438944A            ;0;2;2;20140812;2
32419526;shop_100901         ;0;1;1;20140812;1
32419527;01A7317             ;0;1;1;20140812;1
32419528;0215001             ;0;1;1;20140812;1
